true_label,pred_label,pred_proba,error_type
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
0,0,0.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
0,0,0.0,correct
1,1,1.0,correct
1,1,1.0,correct
0,0,0.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
0,0,0.0,correct
0,0,0.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
0,0,0.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
0,0,0.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,1,1.0,correct
1,0,0.0,false_negative
1,1,1.0,correct
